Thread ID,Comment Link,Floor Number,Username,Timestamp,Trade,Review,Q&A,Self-Promotion,Content,,,,,
21,https://hackforums.net/showthread.php?tid=226760,3,SpeakYourMind,"01-08-2010, 08:43 PM",0,0,0,0,"(01-08-2010, 08:29 PM)Tacklenor Wrote: very nice maybe ill use soon Thanks, just leave me a PM, whenever you want me to send it. Oh also, to people who claim it will be a bot RAT ect. I can provide scans ect. Provide proof before accusations.",,,,,
21,https://hackforums.net/showthread.php?tid=226760,4,ZaNiuM,"01-08-2010, 09:07 PM",0,0,0,0,I'll beta test PM Me,,,,,
21,https://hackforums.net/showthread.php?tid=226760,5,formerkillerz,"01-08-2010, 09:33 PM",0,+,0,0,i had helped bata test and it does work it is very stable and seems to work fast i am posting a link to the public http://#.com/files/332512719/devil_DDoser_1.0.exe.html http://www.#/?d=TGL3L1DD scan for all of you http://virusscan.jotti.org/en/scanresult...65fb53a187,,,,,
21,https://hackforums.net/showthread.php?tid=226760,6,Black Kidï¿_ï¿_,"01-08-2010, 10:02 PM",0,0,1,0,You Did Nothing But change the GUI...why would anyone want this?,,,,,
21,https://hackforums.net/showthread.php?tid=226760,7,xtheman,"01-08-2010, 10:33 PM",0,0,1,0,"(01-08-2010, 10:02 PM)iWearTritons Wrote: You Did Nothing But change the GUI...why would anyone want this?",,,,,
21,https://hackforums.net/showthread.php?tid=226760,8,ProfoundZeusï¿_ï¿_,"01-08-2010, 10:38 PM",1,0,0,0,I want to beta test this and to use it for personal use if its allowed. Please pm me.,,,,,
21,https://hackforums.net/showthread.php?tid=226760,9,EviL ShiT,"01-08-2010, 10:47 PM",0,+,0,0,LOL..... sorry but metus 2.0 was the most unstable.. but since u took out all the cmd its just like mini dos.. but good job for ur first time.:P,,,,,
21,https://hackforums.net/showthread.php?tid=226760,10,SpeakYourMind,"01-08-2010, 11:27 PM",0,0,1,0,"(01-08-2010, 10:02 PM)iWearTritons Wrote: You Did Nothing But change the GUI...why would anyone want this? I also removed the stupid features 2.0 had, + Changed the server builder into DDoSeR 3.6 Backdoor's bot. Before you come into my thread making stupid accusations, please take the time to read it. Thanks evil Clay Davis, I am just a beginner so I stole peoples work, but maybe someday I'll get better with it. About to PM the link to the testers, still looking for more testers. Don't hate until you see it in action.",,,,,
21,https://hackforums.net/showthread.php?tid=226760,11,ProfoundZeusï¿_ï¿_,"01-08-2010, 11:34 PM",0,0,0,0,Thank you! I'm gonna beta test it when I get the change. :),,,,,
21,https://hackforums.net/showthread.php?tid=226760,12,Never Comin' Back,"01-08-2010, 11:50 PM",0,0,0,0,It looks pretty cool!,,,,,
21,https://hackforums.net/showthread.php?tid=226760,13,EviL ShiT,"01-09-2010, 01:19 AM",0,0,1,0,well if you want to learn more ill post a link to the origanal metus 1.7 sam made it uses cSocketMaster for the bot.. the source is public.. :) anything i can do to help a fellow coder. but 1.7 only had udp plus the bot froze after a long udp flood. so but if u learn enough you could fix it..,,,,,
21,https://hackforums.net/showthread.php?tid=226760,14,SpeakYourMind,"01-09-2010, 01:22 AM",0,0,1,0,"(01-09-2010, 01:19 AM)EviL Clay Davis Wrote: well if you want to learn more ill post a link to the origanal metus 1.7 sam made it uses cSocketMaster for the bot.. the source is public.. :) anything i can do to help a fellow coder. but 1.7 only had udp plus the bot froze after a long udp flood. so but if u learn enough you could fix it.. For the time being, I am going to be working on this 1, trying to add the command ""Bot Refresh"" which pings out the bot for 1 quick second and reconnects. But thanks tho :)",,,,,
21,https://hackforums.net/showthread.php?tid=226760,15,xvisceral,"01-09-2010, 01:23 AM",0,0,1,0,"(01-09-2010, 01:22 AM)SpeakYourMind Wrote: For the time being, I am going to be working on this 1, trying to add the command ""Bot Refresh"" which pings out the bot for 1 quick second and reconnects. But thanks tho :)winsock1.disconnect winsock1.connect 127.0.0.1, 3000",,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,46,iwanahack,"03-04-2011, 11:00 PM",1,0,0,0,please send me the link? i cant find it here or idk if u even posted it,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,47,DragScope is GONE :'(,"03-05-2011, 02:32 AM",0,0,0,0,Looks good will try later - DragScope,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,48,White Hat,"03-05-2011, 02:42 AM",0,0,0,0,I would like to test this out. :D Looks good tbh!,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,49,ehpick,"03-05-2011, 05:40 AM",1,0,0,0,please pm me i would like to test this out,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,50,T-Masta,"03-19-2011, 09:36 AM",0,-,0,0,Its not amazing but not great :/,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,51,haoshu,"03-19-2011, 05:16 PM",0,0,0,0,"(01-08-2010, 08:29 PM)LNO Brooklynï¿_ï¿_ Wrote: very nice maybe ill use soon send me the link of devil ddos plz send me the link of devil ddos send me the link of devil ddose",,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,52,RetroVirus,"03-24-2011, 08:09 PM",1,0,0,0,wow cool man can i get one copy pleas,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,53,J e s u s,"03-24-2011, 09:59 PM",0,0,0,0,Looks sick man ima try it out thanks.,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,54,Cr0ss,"03-25-2011, 01:31 AM",0,0,0,0,Dis Dah B3st 1337'3s7 b00t3r 0u7 br0,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,55,eatmycheesepizza,"03-25-2011, 04:53 AM",0,0,0,0,i like the look and features :),,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,56,hego555,"03-25-2011, 06:20 AM",0,0,0,0,"I have never done a DDoS or a DoS or really any denial of service. I dont know where to start! Is this noob friendly is there a tutorial or something, because i would love to test it. I can use my entire school network as a slave :P",,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,57,maybeDeToX,"03-25-2011, 08:17 AM",1,0,1,0,I'll download this and run a few installs on it and test out it's features later bro. Looks better than the GB Edition anyway.,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,58,killer2222,"04-12-2011, 01:07 AM",1,0,0,0,get u pm me the booter....,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,59,Nyan HF,"04-15-2011, 04:59 AM",1,0,0,0,May I please have the link. Much appreciated. Thank you!,,,,,
21,https://hackforums.net/showthread.php?tid=226760&page=4,60,*Poison$Ivy*,"04-15-2011, 01:46 PM",0,0,1,0,used it the windows raw sockets? MFG,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,31,iLL GoBliN,"11-19-2010, 04:13 AM",0,0,1,0,Thank you very much carbon for the free release.,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,32,van1lle,"11-19-2010, 05:07 AM",0,+,0,0,AWSOME work! Works great. Thanks for this man. Vouch for Carbon! Spoiler (Click to View)[img]http://d.imagehost.org/0246/Unbenannt.jpg[/img],,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,33,RDG OVERLORD,"11-19-2010, 05:24 AM",0,0,1,0,what do i need to run this cause it wont open i get a _error_,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,34,Fafaffy,"11-19-2010, 05:29 AM",0,0,1,0,"(11-19-2010, 05:24 AM)RDG OVERLORD Wrote: what do i need to run this cause it wont open i get a _error_ I honestly dont know why you cant run it All I can say is try updating all of your drivers and everything, cuz I really dont know",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,35,Greek,"11-19-2010, 05:35 AM",0,0,1,0,Can someone one help me set this up so i can try it out :) might buy full,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,36,Fafaffy,"11-19-2010, 05:36 AM",0,0,1,0,"(11-19-2010, 05:35 AM)Greek Wrote: Can someone one help me set this up so i can try it out :) might buy full What do you need help with? basically download the program, open it, and register an account using the serial code that we gave in the thread",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,37,iolaka,"11-19-2010, 05:36 AM",0,0,1,0,"(11-19-2010, 05:24 AM)RDG OVERLORD Wrote: what do i need to run this cause it wont open i get a _error_You might need .net framework, do you have that?",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,38,bishpop,"11-19-2010, 11:57 AM",0,0,1,0,"What the hell? When submitting the serial code I get an ""Invalid Serial"" _error_. Any help on that?",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,39,Fafaffy,"11-19-2010, 01:11 PM",0,0,1,0,"(11-19-2010, 11:57 AM)bishpop Wrote: What the hell? When submitting the serial code I get an ""Invalid Serial"" _error_. Any help on that? Did you decrypt the serial code? because we encrypted it",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,40,50GTB,"11-19-2010, 01:16 PM",0,0,1,0,Wm5KbFpRPT0= wrong serial key,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,41,Fafaffy,"11-19-2010, 01:20 PM",0,0,1,0,"(11-19-2010, 01:16 PM)MCï¿_ï¿_ Wrote: Wm5KbFpRPT0= wrong serial key I thought you would be smart and read a little more. It's encrypted, trust me if you decrypt it, the serial will make a word",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,42,i love hitting off in MLG,"11-19-2010, 01:24 PM",0,0,1,0,wtf is form2 anti sandboxie? i cant type or click anything,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,43,Fafaffy,"11-19-2010, 01:25 PM",0,0,1,0,"(11-19-2010, 01:24 PM)i love hitting off in MLG Wrote: wtf is form2 anti sandboxie? i cant type or click anything It doesnt have anti-sandboxie but the way it's been obfuscated, I heard it causes problems when ran in sandboxie",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,44,i love hitting off in MLG,"11-19-2010, 01:30 PM",0,0,1,0,"(11-19-2010, 01:25 PM)fafaffy Wrote: It doesnt have anti-sandboxie but the way it's been obfuscated, I heard it causes problems when ran in sandboxienot risking my 10k on testing a program that may be backdoored pm me for the password",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=3,45,tejaslok,"11-19-2010, 01:30 PM",0,0,1,0,"(11-19-2010, 01:16 PM)MCï¿_ï¿_ Wrote: Wm5KbFpRPT0= wrong serial key u have encrypted it, but as written in first post u shd decrypt it :)",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,16,Vexes,"11-19-2010, 02:42 AM",0,0,1,0,"Sir you forgot an ""e"" on the password :3",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,17,Fafaffy,"11-19-2010, 02:42 AM",0,0,1,0,"(11-19-2010, 02:41 AM)RDG OVERLORD Wrote: i got windows 7 32 bit 4.0 .net i need to get this to work cause i well buy this or hostbooter shellThis is very very strange? Try running it in compatibility mode",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,18,Adverse,"11-19-2010, 02:48 AM",0,0,1,0,Carbonbooter.exe has stopped working idk whats wrong with it for me.,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,19,I am fool,"11-19-2010, 02:49 AM",0,0,1,0,If you get a _error_ just post your OS and .Net version. Remember not to be running any air tight firewalls or it won't let you login.,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,20,Momiji,"11-19-2010, 02:49 AM",0,0,1,0,The pics go to a 404 page.,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,21,Fafaffy,"11-19-2010, 02:50 AM",0,0,1,0,"It may be the obfuscation used. I'll change the obfuscation and release another download link Sorry for the problem guys :\ FYI: The free version only uses 2 shells, the full version uses 100+",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,22,I am fool,"11-19-2010, 02:50 AM",0,0,1,0,"(11-19-2010, 02:50 AM)fafaffy Wrote: It may be the obfuscation used. I'll change the obfuscation and release another download link Sorry for the problem guys :\ FYI: The free version only uses 2 shells, the full version uses 100+ 149 Dedicated servers atm, and growing every day.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,23,Vexes,"11-19-2010, 02:52 AM",0,0,1,0,"also im getting HWID issues,apparently i dont have an OS or a HDD",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,24,Entitled,"11-19-2010, 02:56 AM",0,+,0,0,This booter worked flawless. Definently worth buying,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,25,tejaslok,"11-19-2010, 03:14 AM",0,0,1,0,"its asking for username and pass, i need to test the free version >>?",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,26,Chief.,"11-19-2010, 03:16 AM",0,+,0,0,Hoping I can buy this. Loving this Carbon.,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,27,Fafaffy,"11-19-2010, 03:16 AM",0,0,1,0,"(11-19-2010, 03:14 AM)tejaslok Wrote: its asking for username and pass, i need to test the free version >>? Yes, register an account Right next to login is a button called ""Register/Extend Account"" button",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,28,mayank_predator,"11-19-2010, 03:23 AM",0,-,0,0,"Well am not flaming but to be frank it was unable to take down a very small site , infact the site didn't even lagg. I took the site down with 15 bots lol. Anyways good luck for sales and thanks for sharing.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,29,Fafaffy,"11-19-2010, 03:27 AM",0,0,1,0,"(11-19-2010, 03:23 AM)mayank_predator Wrote: Well am not flaming but to be frank it was unable to take down a very small site , infact the site didn't even lagg. I took the site down with 15 bots lol. Anyways good luck for sales and thanks for sharing. its 2 dedis so, it's really just meant as a test run. If you want extreme power, please purchase the full version",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=2,30,Dykerosoft,"11-19-2010, 03:27 AM",0,0,1,0,"(11-19-2010, 03:23 AM)mayank_predator Wrote: Well am not flaming but to be frank it was unable to take down a very small site , infact the site didn't even lagg. I took the site down with 15 bots lol. Anyways good luck for sales and thanks for sharing. This is the free version with two shells lol. It is designed to hit off home connections and kids over XBL.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,1,I am fool,"11-19-2010, 02:30 AM",0,0,1,0,"[img]http://min.us/i5azK.jpg[/img] Original thread = https://hackforums.net/showthread.php?tid=825703 http://dl.dropbox.com/u/6684037/Free_Booter.exe Key: ""ZnJlZQ=="" (Encrypted with Base64) http://www.motobit.com/util/base64-decoder-encoder.asp Connects to a hub and makes a .ini file for your settings (dropper/download detections) http://www.virustotal.com/file-scan/repo...1290133665 Screenshots of the booter = http://min.us/mbsmI90hCgTr1q",,,,,
22,https://hackforums.net/showthread.php?tid=830728,2,Dykerosoft,"11-19-2010, 02:31 AM",0,+,0,0,"Vouch, I have used the free version and it works great.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,3,Gonzo,"11-19-2010, 02:32 AM",0,+,0,0,"I tested both free and paid versions, free is good, paid is AWESOME!",,,,,
22,https://hackforums.net/showthread.php?tid=830728,4,RDG OVERLORD,"11-19-2010, 02:34 AM",0,0,1,0,i get _error_ running it how do i fix it,,,,,
22,https://hackforums.net/showthread.php?tid=830728,5,Fafaffy,"11-19-2010, 02:35 AM",0,0,1,0,"(11-19-2010, 02:34 AM)RDG OVERLORD Wrote: i get _error_ running it how do i fix it Make sure to run it as an administrator, it usually fixes the problems",,,,,
22,https://hackforums.net/showthread.php?tid=830728,6,GREENEXXX,"11-19-2010, 02:35 AM",0,0,1,0,"(11-19-2010, 02:34 AM)RDG OVERLORD Wrote: i get _error_ running it how do i fix it Do not run it sandboxxie",,,,,
22,https://hackforums.net/showthread.php?tid=830728,7,Dykerosoft,"11-19-2010, 02:36 AM",0,0,1,0,"(11-19-2010, 02:34 AM)RDG OVERLORD Wrote: i get _error_ running it how do i fix it What was the _error_? I ran it flawlessly.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,8,Gonzo,"11-19-2010, 02:36 AM",0,0,1,0,Run as administrator and you should get no errors.,,,,,
22,https://hackforums.net/showthread.php?tid=830728,9,I am fool,"11-19-2010, 02:37 AM",0,0,1,0,"You make your own account, choose any info you want.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,10,RDG OVERLORD,"11-19-2010, 02:37 AM",0,0,1,0,i ran as admin and not in sand box,,,,,
22,https://hackforums.net/showthread.php?tid=830728,11,I am fool,"11-19-2010, 02:38 AM",0,0,1,0,"(11-19-2010, 02:37 AM)RDG OVERLORD Wrote: i ran as admin and not in and box OS? .Net framework? Could be your .net or something.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,12,Status,"11-19-2010, 02:38 AM",0,+,0,0,Please never use blue for text with a black background. It's not fun D: Anyways good job on this.,,,,,
22,https://hackforums.net/showthread.php?tid=830728,13,Dykerosoft,"11-19-2010, 02:40 AM",0,0,1,0,"(11-19-2010, 02:38 AM)Status Wrote: Please never use blue for text with a black background. It's not fun D: Anyways good job on this. It's much easier to read on the full program. The pictures are harder to read.",,,,,
22,https://hackforums.net/showthread.php?tid=830728,14,Thermalï¿_ï¿_,"11-19-2010, 02:41 AM",0,+,0,0,"Just tried it out, if I had a lot more $ in my PayPal I definitely would purchase this booter bro. Great work done, very very stable it seems. Also, GUI is awesome! Great work, thanks for the free share. Good to see some other users contribute to HF community:) Thanks again bud!",,,,,
22,https://hackforums.net/showthread.php?tid=830728,15,RDG OVERLORD,"11-19-2010, 02:41 AM",0,0,1,0,"(11-19-2010, 02:38 AM)Carbon Wrote: OS? .Net framework? Could be your .net or something. i got windows 7 32 bit 4.0 .net i need to get this to work cause i well buy this or hostbooter shell",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,46,Fafaffy,"11-19-2010, 01:33 PM",0,0,1,0,"(11-19-2010, 01:30 PM)i love hitting off in MLG Wrote: not risking my 10k on testing a program that may be backdoored pm me for the passwordLol, no one's forcing you to download it. Plus if it was infected, dont you think that mods would have deleted the link and would be warned? Nah, Carbon is very legit",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,47,Selvest,"11-19-2010, 01:36 PM",0,-,0,0,Links are corrupt :s Spoiler (Click to View)Too Short,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,48,i love hitting off in MLG,"11-19-2010, 01:38 PM",0,0,0,0,"(11-19-2010, 01:33 PM)fafaffy Wrote: Lol, no one's forcing you to download it. Plus if it was infected, dont you think that mods would have deleted the link and would be warned? Nah, Carbon is very legitthe mods are a bunch of dumbasses what would they know they cant even stop ban evadings",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,49,Fafaffy,"11-19-2010, 01:45 PM",0,+,1,0,"It's not backdoored, and it works, heres a gif of me downloading/opening it. I have auto-login checked so you wont see the login screen Spoiler (Click to View)[img]http://dl.dropbox.com/u/6684037/carbon_booter_free.gif[/img]",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,50,Defmenow,"11-19-2010, 01:46 PM",0,+,0,0,"Thanks for the booter, All went perfect but I just can't take down anything... Maybe i'm doing something wrong... Anyways... thanks.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,51,Fafaffy,"11-19-2010, 01:47 PM - Last modified 11-19-2010, 01:53 PM",0,0,1,0,"(11-19-2010, 01:46 PM)Defmenow Wrote: Thanks for the booter, All went perfect but I just can't take down anything... Maybe i'm doing something wrong... Anyways... thanks. it's a free booter, like it only has 2 shells. The full version has way over 100 shells EDIT: Gave you guys 3 more shells, so now you have 5 shells. Took down warez-bb with only 5 shells Spoiler (Click to View)[img]http://dl.dropbox.com/u/6684037/warez-bb.png[/img]",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,52,i love hitting off in MLG,"11-19-2010, 01:47 PM",0,0,1,0,"(11-19-2010, 01:46 PM)Defmenow Wrote: Thanks for the booter, All went perfect but I just can't take down anything... Maybe i'm doing something wrong... Anyways... thanks. what have you tried to hit off/",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,53,oSo iHostBooter,"11-19-2010, 08:03 PM",0,0,1,0,I Get A _error_ When Clicking Boot <center>Wrong info!</center>,,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,54,I am fool,"11-19-2010, 08:08 PM",0,0,1,0,"This is not meant to take down anything, just a overview on how Carbon Booter functions.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,55,oSo iHostBooter,"11-19-2010, 08:11 PM",0,0,1,0,":s , What You Mean It Isnt Ment To Take Down Anything ,",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,56,I am fool,"11-19-2010, 08:17 PM",0,0,1,0,"(11-19-2010, 08:11 PM)Wierdo Wrote: :s , What You Mean It Isnt Ment To Take Down Anything , It's got 2 shells, most it will do is hit off a home connection or small site. The full version has 162 dedicated servers hosting shells.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,57,oSo iHostBooter,"11-19-2010, 08:20 PM",0,0,1,0,"No I Get A _error_ Saying ""Wrong Info"" , What Does That Mean ?",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,58,I am fool,"11-19-2010, 08:27 PM",0,0,1,0,"(11-19-2010, 08:20 PM)Wierdo Wrote: No I Get A _error_ Saying ""Wrong Info"" , What Does That Mean ? That you are putting in the wrong info.",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,59,oSo iHostBooter,"11-19-2010, 08:35 PM",0,0,1,0,"What Info Am I Typing In Wrong , I Am Typing In The IP And Then 120 For Time And Then Clicking XBL :S",,,,,
22,https://hackforums.net/showthread.php?tid=830728&page=4,60,Dykerosoft,"11-19-2010, 09:53 PM - Last modified 11-19-2010, 09:59 PM",0,0,1,0,"(11-19-2010, 08:35 PM)Wierdo Wrote: What Info Am I Typing In Wrong , I Am Typing In The IP And Then 120 For Time And Then Clicking XBL :S Are you sure that you typed the IP in correctly? Take a picture of your settings and the _error_. (11-19-2010, 01:38 PM)i love hitting off in MLG Wrote: the mods are a bunch of dumbasses what would they know they cant even stop ban evadings orlly now? Saged seems pretty capable.",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,31,fiber,"07-05-2010, 04:57 PM",0,0,1,0,"(07-05-2010, 04:54 PM)crimepack Wrote: The combined exploit rate of your pack (From the Reviews on it) Your pack only gets 18% (Together) So don't feel like you're a god for posting your 23% and 15% (Which are good) when you're probably also sitting on Opera: 23718 (118 loads) 1% or something like that. kthnx. i didn't bother posting the Opera stats because it only had 500 hits, but here it is anyways 569 (103 loads) 18% and is 18% bad on a exploit pack suddenly? last time i checked Yes Exploit System (costs $1200) got 3-4% rate overall on US traffic, without 0days you won't reach much higher rates, and i wouldn't include 0days worth 10k$+ in a pack for $400, would i? anyways i can guarantee that i can code much better than you (besides my primary language is C & C++, this is just a side project that is supposed to be combined with my bot) and what 'existant' exploit would i be renaming? as far as im concerned i left the CVE numbers intact for the exploit definitions, didn't i?well crim, maybe an idea to impletement some 0days in another version of exp pack and sell it for more, for the people that can afford it ;)",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,32,crimepack,"07-05-2010, 05:03 PM",0,0,1,0,"(07-05-2010, 04:57 PM)fiber Wrote: well crim, maybe an idea to impletement some 0days in another version of exp pack and sell it for more, for the people that can afford it ;) well honestly if i ever had the time to research for 0days, i'd rather sell them to ZDI (pays $10-20k for some browser 0days) than getting them stolen in the wild, i don't believe anyone here would afford buying a pack for $10k either when people complains if something costs over 50 bucks, thats why its a much better to wait on the full-disclosure list and let the chinese people and whitehats take care of the exploit findings",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,33,fiber,"07-05-2010, 05:09 PM",0,0,1,0,"(07-05-2010, 05:03 PM)crimepack Wrote: well honestly if i ever had the time to research for 0days, i'd rather sell them to ZDI (pays $10-20k for some browser 0days) than getting them stolen in the wild, i don't believe anyone here would afford buying a pack for $10k either when people complains if something costs over 50 bucks, thats why its a much better to wait on the full-disclosure list and let the chinese people and whitehats take care of the exploit findingsZDI is very good payments if you are able to find your own 0days, good luck with further projects, also im still enjoying your irc client",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,34,crimepack,"07-05-2010, 05:10 PM",0,0,1,0,"(07-05-2010, 05:09 PM)fiber Wrote: ZDI is very good payments if you are able to find your own 0days, good luck with further projects, also im still enjoying your irc client im glad to hear that",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,35,fiber,"07-05-2010, 05:16 PM",0,0,1,0,"(07-05-2010, 05:10 PM)crimepack Wrote: im glad to hear that i'm guessing you have platinum status on ZDI considering you get 10k$ per 0day?",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,36,DrugsAnyone?,"07-05-2010, 05:26 PM",0,0,1,0,"(07-05-2010, 04:54 PM)crimepack Wrote: The combined exploit rate of your pack (From the Reviews on it) Your pack only gets 18% (Together) So don't feel like you're a god for posting your 23% and 15% (Which are good) when you're probably also sitting on Opera: 23718 (118 loads) 1% or something like that. kthnx.i didn't bother posting the Opera stats because it only had 500 hits, but here it is anyways 569 (103 loads) 18% and is 18% bad on a exploit pack suddenly? last time i checked Yes Exploit System (costs $1200) got 3-4% rate overall on US traffic, without 0days you won't reach much higher rates, and i wouldn't include 0days worth 10k$+ in a pack for $400, would i? anyways i can guarantee that i can code better Clay Davis than you (besides my primary language is C & C++, this is just a side project that is supposed to be combined with my bot, and you are a .NET coder, i wonder who the script kiddie is really) and what 'existant' exploit would i be renaming? as far as im concerned i left the CVE numbers intact for the exploit definitions, didn't i? (07-05-2010, 04:52 PM)x32 Wrote: Basically it's just a few exploits I grabbed off exploit-db, milw0rm and other databases and compiled, as well as pure willpower. If that fails, it just tempts them to run a Java applet. I haven't used it in ages, because I simply don't have it anymore. and how would that be better than this pack? i assume you didn't modify the exploit, adjust the spraying to make the exploits more reliable, java applet in iframes is pretty bad though unless you wan't your iframes to be removed quickly, in my opinon its only good if you iframe landing pages [/quote] Obviously if i quoted someone else's Quote and didn't enter a Line break and/or an '@<username>' Ie: ^ Then it means im talking to them not you. Secondly: 18% on a pack is good, Just don't lie and claim to have a 30% rate when you're not getting more than 20%. <3 you x32.",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,37,crimepack,"07-05-2010, 05:28 PM",0,0,1,0,"(07-05-2010, 05:16 PM)fiber Wrote: i'm guessing you have platinum status on ZDI considering you get 10k$ per 0day? i don't have any status on ZDI at all, i havnt't submitted any exploits (neither am i planning to) i was just speaking in general, in the last pwn20wn for example they paid $10k for the first person to show them a reliable IE8 exploit so basicly if you discover a exploit for IE8 that is exploitable with default configuration and without user interaction you will make $x.x.x.x.x (07-05-2010, 05:26 PM)DrugsAnyone? Wrote: Secondly: 18% on a pack is good, Just don't lie and claim to have a 30% rate when you're not getting more than 20%. <3 you x32. lie? you know exploit rates depends on traffic, here is a screen from a customer: [img]http://img10.imageshack.us/img10/5204/cpck.jpg[/img] rates even reach up to 45% on shitty indian traffic",,,,,
23,https://hackforums.net/showthread.php?tid=520938&page=3,38,killer187,"07-05-2010, 05:39 PM",0,0,1,0,"(07-05-2010, 05:28 PM)crimepack Wrote: you know exploit rates depends on traffic, here is a screen from a customer: [img]http://img10.imageshack.us/img10/5204/cpck.jpg[/img] rates even reach up to 45% on shitty indian traffic If that Clay Davis is legit, that's insane that you're getting >30% load rates on exploits that aren't private.",,,,,
